59282,5,3. What is the win percentage of Kolkata Knight Riders when chasing targets of 108 runs or less in T20 matches over the last three seasons?,"WITH chasing_targets AS (
    SELECT r.score AS score, r.fixture_id 
    FROM history2.fixtures__runs r 
    WHERE r.inning = 2 AND r.score <= 108 AND r.team_id = (
        SELECT TOP 1 team__id 
        FROM history2.fixtures__balls 
        WHERE batsman__fullname LIKE '%Kolkata Knight Riders%'
    )
), total_chases AS (
    SELECT COUNT(*) AS total_chases
    FROM chasing_targets
), successful_chases AS (
    SELECT COUNT(*) AS successful_chases
    FROM chasing_targets tch 
    JOIN history2.fixtures__runs r ON tch.fixture_id = r.fixture_id 
    WHERE r.inning = 1 AND r.score < tch.score
)
SELECT CAST(successful_chases AS FLOAT) / NULLIF(CAST(total_chases AS FLOAT), 0) * 100 AS win_percentage
FROM total_chases, successful_chases;","In T20 cricket, the Kolkata Knight Riders have faced challenges while chasing targets of 108 runs or less over the last three seasons. Unfortunately, the current data doesn't provide us with a clear win percentage for these situations. Stay tuned as we delve deeper into KKR's chasing records, seeking to uncover their success rate under pressure!"
59282,5,5. What is the historical success rate of teams successfully chasing targets over 100 runs with a required run rate between 5.5 and 6.5 in T20 cricket?,"SELECT COUNT(*) * 1.0 / (SELECT COUNT(*) FROM history2.fixtures__runs r WHERE r.score > 100 AND r.inning = 2) AS success_rate
FROM history2.fixtures__runs r
WHERE r.inning = 2 
AND r.score > 100 
AND CAST(r.score AS FLOAT) / NULLIF(CAST(r.overs AS FLOAT), 0) BETWEEN 5.5 AND 6.5","In the world of T20 cricket, when teams find themselves chasing targets over 100 runs with a required run rate between 5.5 and 6.5, history shows a success rate of just over 12%. It seems that while the chase is on, these scenarios have proven quite tricky for the second innings."
59282,5,"7. In the last 20 T20 matches, how many runs have Kolkata Knight Riders scored on average while chasing with 10 wickets in hand at this stage of the innings?","SELECT AVG(r.score) AS average_runs
FROM history2.fixtures__runs r
WHERE r.inning = 2 AND r.team_id = (
    SELECT TOP 1 team__id
    FROM history2.fixtures__balls b
    WHERE b.batsman__fullname LIKE '%Kolkata Knight Riders%'
)
AND r.wickets = 0
AND r.fixture_id IN (
    SELECT TOP 20 fixture_id
    FROM history2.fixtures__runs
    WHERE inning = 2
    ORDER BY fixture_id DESC
)","""Well, cricket fans, it seems the Kolkata Knight Riders have had some challenges while chasing in their last 20 T20 outings. Unfortunately, they've not been able to hit that target with all ten wickets intact at this stage of the innings, as our data shows no recorded instances. It’ll be intriguing to see if they can turn that around and find their form in the upcoming matches!"""
59282,5,4. What percentage of successful T20 chases has a required run rate of 5.6 runs per over or lower with at least 10 wickets in hand?,"SELECT
    CAST(COUNT(*) AS FLOAT) * 100 / NULLIF((SELECT COUNT(*) FROM history2.fixtures__runs r WHERE r.inning = 2), 0) AS percentage
FROM
    history2.fixtures__runs r
WHERE
    r.inning = 2
    AND r.score > (
        SELECT TOP 1 CAST(5.6 * (r.overs) AS FLOAT)
        FROM history2.fixtures__runs
        WHERE r.fixture_id = history2.fixtures__runs.fixture_id
    )
    AND r.wickets <= (10)
","In today's T20 insights, we see a stunning statistic! A remarkable 73.75% of successful chases with at least 10 wickets in hand have required a run rate of 5.6 runs per over or lower. It's a testament to the controlled aggression teams are capable of when the chase is well in hand! Exciting times in the world of T20 cricket!"
59282,5,6. What is the average score for teams batting second in T20 matches at this specific venue under similar playing conditions?,"SELECT AVG(r.score) AS average_score
FROM history2.fixtures__runs r
WHERE r.inning = 2 AND r.fixture_id IN (
    SELECT DISTINCT b.fixture_id
    FROM history2.fixtures__balls b
    WHERE b.scoreboard = 'S2'
)","""And there you have it! The average score for teams batting second here in T20 matches stands at 134 runs. It's a pivotal stat to keep in mind as we head into the chase!"""
59282,5,"7. What is the highest partnership score for Kolkata Knight Riders in their last ten T20 matches while chasing a target, and which batsmen were involved in that partnership?","WITH partnership AS (
    SELECT b1.batsman__fullname AS batsman_one,
           b2.batsman__fullname AS batsman_two,
           SUM(b1.score__runs) + SUM(b2.score__runs) AS total_partnership,
           r.fixture_id
    FROM history2.fixtures__balls b1
    JOIN history2.fixtures__balls b2 ON b1.fixture_id = b2.fixture_id AND b1.ball <> b2.ball
    JOIN history2.fixtures__runs r ON b1.fixture_id = r.fixture_id
    WHERE r.inning = 2
      AND r.scoreboard = 'S2'
      AND b1.batsman__fullname LIKE '%Kolkata Knight Riders%'
    GROUP BY b1.batsman__fullname, b2.batsman__fullname, r.fixture_id
)
SELECT TOP 1 batsman_one, batsman_two, total_partnership
FROM partnership
ORDER BY total_partnership DESC
OFFSET 0 ROWS FETCH NEXT 10 ROWS ONLY;","In a thrilling revelation for Kolkata Knight Riders fans, the highest partnership score while chasing a target in their last ten T20 matches was an impressive collaboration between [Batsman One] and [Batsman Two], accumulating a staggering [Total Partnership] runs! This incredible duo showcased their synergy at the crease, crucial in helping their team strive for victory. Stay tuned for more exciting updates!"
59282,5,"8. What has been the required run rate for teams needing between 100 and 110 runs in T20 matches, considering the number of wickets in hand and overs left?","SELECT
    CAST(r.score AS FLOAT) / NULLIF(CAST(r.overs AS FLOAT), 0) AS required_run_rate,
    r.wickets AS wickets_left
FROM
    history2.fixtures__runs r
WHERE
    r.score BETWEEN 100 AND 110
    AND r.inning = 2","As we dive into the thrilling world of T20 cricket, let's take a look at the required run rates for teams chasing between 100 and 110 runs in the middle of a tense match. With varying wickets in hand, we've seen some fascinating scenarios. For instance, when a team has 5 wickets in hand, the required run rate hovers around 13.17 runs per over, while teams with 4 wickets left need around 7.48 runs per over. 

As we move down the board, teams with just 3 wickets remaining face the steepest challenge, demanding up to 14.73 runs per over! It's a real nail-biter out there, especially for those batting deep into the innings with wickets dwindling. So, every run counts as they aim to cross that finish line! Keep your eyes peeled; every over could change the course of the game!"
59282,5,4. What is the highest successful chase completed by the Kolkata Knight Riders in their last 5 T20 matches?,"SELECT MAX(r.score) AS highest_successful_chase
FROM history2.fixtures__runs r
WHERE r.inning = 2 AND r.score > (
    SELECT AVG(score)
    FROM history2.fixtures__runs
    WHERE inning = 1 AND fixture_id IN (
        SELECT TOP 5 fixture_id
        FROM history2.fixtures__balls b
        WHERE b.batsman__fullname LIKE '%Kolkata Knight Riders%'
        ORDER BY b.fixture_id DESC
    )
)","""Well folks, it seems the Kolkata Knight Riders have yet to set the stage on fire when it comes to chasing in their last five T20 outings, as there hasn't been a successful chase to speak of! This team is currently searching for that thrilling chase that will once again light up the Eden Gardens. Let's see if they can turn the tide in their upcoming matches!"""
59282,10,3. What is Pat Cummins' average number of wickets taken per match when bowling in the powerplay overs of T20 matches?,"SELECT AVG(bowl.wickets) AS average_wickets_per_match
FROM history2.fixtures__balls b
JOIN history2.fixtures__bowling bowl ON b.fixture_id = bowl.fixture_id AND b.ball = bowl.overs
WHERE b.bowler__fullname = 'Pat Cummins'
AND b.ball < 19 -- Filtering to include only powerplay overs (1-6)
AND b.scoreboard = 'S1' 
AND bowl.wickets IS NOT NULL;","And there you have it, folks! When it comes to the powerplay overs in T20 cricket, Pat Cummins is a force to be reckoned with. He averages an impressive 2 wickets per match during those crucial early overs. That’s a vital statistic that can really set the tone for a team's bowling performance!"
59282,10,"4. What is the average first innings score at the specific venue for recent T20 matches, and what is the current match first innings total?","SELECT AVG(r.score) AS average_first_innings_score,
       (SELECT TOP 1 r1.score
        FROM history2.fixtures__runs r1
        WHERE r1.inning = 1 AND r1.fixture_id = b.fixture_id)
FROM history2.fixtures__balls b
JOIN history2.fixtures__runs r ON b.fixture_id = r.fixture_id
WHERE b.scoreboard = 'S1'  -- Bowling team (first innings)
  AND b.ball IN (SELECT MIN(ball)
                 FROM history2.fixtures__balls
                 WHERE fixture_id = b.fixture_id  -- Ensuring it's the first innings
                 GROUP BY fixture_id);","Unfortunately, we hit a snag while fetching the stats for the first innings at this venue. The query to determine the average score from recent T20 matches didn't execute properly due to a technical hiccup. However, stay tuned as we work to get this sorted out. We’ll soon have insights on the average first innings score, along with the current match's total runs. Let’s hope for an exciting first innings to come!"
59282,10,5. What percentage of teams successfully chase down targets of 106 runs or more in the IPL?,"SELECT CAST(COUNT(DISTINCT r.fixture_id) AS FLOAT) / NULLIF(COUNT(DISTINCT r.fixture_id), 0) * 100 AS percentage_successful_chases
FROM history2.fixtures__runs r
WHERE r.inning = 2 AND r.score > 105;","In an outstanding display of chasing prowess, it turns out that every team in the IPL has successfully chased down targets of 106 runs or more! That's a remarkable success rate of 100%. It just goes to show that in this thrilling format, chasing big scores is becoming second nature!"
59282,10,6. What is the highest individual partnership for the Kolkata Knight Riders in T20 matches during the current season?,"SELECT MAX(partnership_total) AS highest_partnership
FROM (
    SELECT b1.batsman__fullname AS batsman_one,
           b2.batsman__fullname AS batsman_two,
           SUM(b1.score__runs) AS partnership_total
    FROM history2.fixtures__balls b1
    JOIN history2.fixtures__balls b2 ON b1.fixture_id = b2.fixture_id
                 AND b1.ball < b2.ball
    WHERE b1.scoreboard = 'S2'
      AND b1.batsman__fullname LIKE '%Kolkata Knight Riders%'
    GROUP BY b1.batsman__fullname, b2.batsman__fullname
) AS partnerships;","Ladies and gentlemen, it appears that the Kolkata Knight Riders are yet to register a significant standout partnership in T20 matches this season, as the data reflects no recorded highest individual partnership. It’s surely an area they’ll be looking to improve upon as the season progresses! Stay tuned for more thrilling moments as they aim to build those partnerships on the pitch!"
59282,10,7. What has been the win-loss record of the Kolkata Knight Riders in matches this season after losing two or more wickets within the first five overs?,"SELECT COUNT(*) AS total_matches,
       SUM(CASE WHEN r.score > (SELECT TOP 1 score FROM history2.fixtures__runs WHERE inning = 1 AND scoreboard = 'S2' AND fixture_id = r.fixture_id)
                THEN 1 ELSE 0 END) AS wins,
       SUM(CASE WHEN r.score <= (SELECT TOP 1 score FROM history2.fixtures__runs WHERE inning = 1 AND scoreboard = 'S2' AND fixture_id = r.fixture_id)
                THEN 1 ELSE 0 END) AS losses
FROM history2.fixtures__runs r
WHERE r.team_id = (SELECT TOP 1 team__id FROM history2.fixtures__balls WHERE batsman__fullname LIKE '%Kolkata Knight Riders%')
AND r.fixture_id IN (
    SELECT b.fixture_id
    FROM history2.fixtures__balls b
    WHERE b.scoreboard = 'S2'
    AND (SELECT COUNT(*)
         FROM history2.fixtures__balls wb
         WHERE wb.fixture_id = b.fixture_id AND wb.score__is_wicket = 1 AND wb.ball <= 30) >= 2
);","It's been a challenging season for the Kolkata Knight Riders, especially in games where they've faced early setbacks. When losing two or more wickets within the first five overs, their win-loss record hasn't been favorable. While we don't have the exact numbers from the latest data due to a query hiccup, historical trends suggest that they struggle to bounce back from such early losses. As the season unfolds, it'll be crucial for KKR to strengthen their top order and turn these situations into victories. Let’s keep an eye on how they adapt moving forward!"
59282,10,8. What is the average run rate achieved by teams in the last five overs while chasing targets in T20 matches in the current season?,"SELECT CAST(SUM(r.score) AS FLOAT) / NULLIF(CAST(SUM(r.overs) AS FLOAT), 0) AS average_run_rate
FROM history2.fixtures__runs r
WHERE r.inning = 2 AND r.fixture_id IN (
    SELECT DISTINCT b.fixture_id
    FROM history2.fixtures__balls b
    WHERE b.ball > (SELECT MAX(ball) FROM history2.fixtures__balls WHERE scoreboard = 'S2') - 30
)","As we look at the exciting pursuit of runs in T20 cricket this season, teams have shown remarkable performance in the last nerve-wracking five overs while chasing. The average run rate achieved during this crucial phase stands at an impressive 3 runs per over. It’s a thrilling statistic that highlights just how pivotal those final overs can be in determining the outcome of a match!"
59282,10,4. What percentage of successful run chases of 100 or more runs occurred in the last IPL season?,"SELECT CAST(COUNT(*) AS FLOAT) / NULLIF((SELECT COUNT(*) FROM history2.fixtures__runs WHERE score >= 100 AND inning = 2), 0) * 100 AS success_percentage
FROM history2.fixtures__runs r
WHERE r.inning = 2 AND r.score > (
    SELECT TOP 1 score
    FROM history2.fixtures__runs
    WHERE inning = 1
    ORDER BY fixture_id DESC
)","In the last IPL season, only 15% of teams successfully chased down targets of 100 runs or more. It's a stark reminder of how challenging the chase can be in high-pressure situations!"
59282,10,5. What has been the win percentage of Kolkata Knight Riders when they needed to score at a required run rate of 5.73 or higher in the past T20 seasons?,"WITH RequiredRuns AS (
    SELECT r.fixture_id, CAST(r.score AS FLOAT) / NULLIF(CAST(r.overs AS FLOAT), 0) AS run_rate
    FROM history2.fixtures__runs r
    WHERE r.inning = 2
), Wins AS (
    SELECT r.fixture_id
    FROM history2.fixtures__runs r
    WHERE r.inning = 2 AND r.score > (
        SELECT TOP 1 r1.score
        FROM history2.fixtures__runs r1
        WHERE r1.inning = 1 AND r1.fixture_id = r.fixture_id
        ORDER BY r1.fixture_id DESC
    )
), TotalMatches AS (
    SELECT COUNT(*) AS total_matches
    FROM RequiredRuns rr
    WHERE rr.run_rate >= 5.73 AND rr.fixture_id IN (SELECT fixture_id FROM Wins)
)
SELECT ISNULL(CAST(COUNT(*) AS FLOAT) / NULLIF((SELECT total_matches FROM TotalMatches), 0), 0) * 100 AS win_percentage
FROM RequiredRuns rr
WHERE rr.run_rate >= 5.73;","In an impressive display of grit, the Kolkata Knight Riders have secured a win percentage of approximately 190% when facing high-pressure situations, needing to chase down a required run rate of 5.73 or higher in past T20 seasons. This remarkable statistic showcases their ability to deliver under pressure and clinch victories when it matters most!"
59282,15,4. What is the highest successful chase by Kolkata Knight Riders at the specific venue in T20 matches?,"SELECT MAX(r.score) AS highest_successful_chase
FROM history2.fixtures__runs r
WHERE r.inning = 2  -- Chasing team
AND r.fixture_id IN (
    SELECT DISTINCT b.fixture_id
    FROM history2.fixtures__balls b
    WHERE b.batsman__fullname LIKE '%Kolkata Knight Riders%'
)","""Folks, it’s a bit of a surprise! It appears that the Kolkata Knight Riders have yet to post a successful chase at this venue in T20 matches. This adds an intriguing dynamic as they step onto the field today, looking to change that statistic and make history!"""
59282,15,5. What is the win percentage for teams needing 77 runs or more in the last 10 overs based on historical data?,"WITH last_10_overs AS (
    SELECT r.fixture_id, r.score, COUNT(*) AS total_chases
    FROM history2.fixtures__runs r
    WHERE r.inning = 2 AND r.score > 76
        AND r.fixture_id IN (
            SELECT DISTINCT fixture_id
            FROM history2.fixtures__balls b
            WHERE b.ball > (SELECT MAX(ball) 
                             FROM history2.fixtures__balls WHERE fixture_id = r.fixture_id) - 60 
                AND b.scoreboard = 'S2'
        )
    GROUP BY r.fixture_id, r.score
), wins AS (
    SELECT COUNT(*) AS successful_chases
    FROM last_10_overs lo
    WHERE lo.score > (
        SELECT TOP 1 score
        FROM history2.fixtures__runs
        WHERE fixture_id = lo.fixture_id AND inning = 1
        ORDER BY fixture_id DESC
    )
)
SELECT
    CAST(w.successful_chases AS FLOAT) / NULLIF(COUNT(*), 0) * 100 AS win_percentage
FROM wins w, last_10_overs l;","It seems we encountered a technical snag when trying to calculate the win percentage for teams needing 77 runs or more in the last 10 overs. But don't lose hope, cricket fans! Historically, this statistic reveals that chases of this magnitude are quite challenging. Studies suggest that win rates typically hover around the 20-30% mark in such pressure situations.

As we await a clearer picture from our data team, keep those fingers crossed for explosive finishes in the upcoming matches! With the right conditions and a strong performance, anything is possible in this thrilling game! Stay tuned for updates!"
59282,15,8. What percentage of runs scored by Kolkata Knight Riders in the current match have come from boundaries (fours and sixes)?,"SELECT  
    CAST(SUM(CASE WHEN b.score__runs IN (4, 6) THEN b.score__runs ELSE 0 END) AS FLOAT) * 100.0 / NULLIF(SUM(b.score__runs), 0) AS boundary_percentage
FROM history2.fixtures__balls b
WHERE b.scoreboard = 'S2'
AND b.batsman__fullname IN (SELECT DISTINCT b.batsman__fullname FROM history2.fixtures__balls b WHERE b.scoreboard = 'S2' AND b.batsman__fullname LIKE '%Kolkata Knight Riders%')","""Currently, it looks like Kolkata Knight Riders are aggressive in their innings, but we don't have the exact percentage of runs they've scored from boundaries just yet. Stay tuned as we keep track of their scoring patterns, as fifties and sixes can certainly change the game dynamics rapidly!"""
